Word	Tag	NE
HRADIŠTĚ	B-gu	gu
U	I-gu	gu
HORNÍ	I-gu	gu
MEZÍ	I-gu	gu
Lokalita	O	
:	O	
okr	O	
.	O	
Horní	B-gr	gr
Mezi	I-gr	gr
Sonda	O	
II	O	
odkryla	O	
část	O	
valového	O	
tělesa	O	
.	O	
Eva	B-P|B-pf	P|pf
Procházková	I-P|B-ps	P|ps
dokumentovala	O	
nálezy	O	
.	O	
rnn	B-or	or
1	I-or	or
ww	O	
0	O	
rd	O	
vv	O	
_	O	
~	O	
~	O	
Mocnost	O	
kulturní	O	
vrstvy	O	
činila	O	
40	B-nc	nc
cm	B-oe	oe
.	O	
qpqb	O	
dbqp	O	
uunn	O	
Soubor	O	
nálezů	O	
byl	O	
uložen	O	
v	O	
depozitáři	O	
.	O	
A	O	
123	B-n_	n_
/	O	
2024	B-n_	n_
