Word	Tag	NE
Věc	O	
:	O	
Stará	B-gu	gu
Kouřim	I-gu	gu
/	O	
Kolín	B-gu	gu
/	O	
v	O	
Praze	B-gu	gu
dne	O	
6	B-T|B-td	T|td
.	I-T|I-td	T|td
října	I-T|B-tm	T|tm
1956	I-T|B-ty	T|ty
.	O	
Výzkum	O	
slovanského	O	
hradiště	O	
Zpráva	O	
za	O	
září	B-T|B-tm	T|tm
1956	I-T|B-ty	T|ty
.	O	
Vedoucím	O	
výzkumu	O	
•	O	
Dr	O	
"	O	
iloš	O	
Solle	B-ps	ps
,	O	
Spolupracovali	O	
•	O	
r	O	
V	B-P|B-pf	P|pf
.	I-P|I-pf	P|pf
Vojáček	I-P|B-ps	P|ps
,	O	
J.Hub	B-P|B-pf	P|pf
.	I-P|I-pf	P|pf
Počet	O	
dělníků	O	
:	O	
4	B-nc	nc
stálí	O	
,	O	
4	B-nc	nc
výpomocní	O	
.	O	
Práce	O	
:	O	
Pracoviště	O	
1	B-n_	n_
/	O	
56	B-n_	n_
:	O	
Práce	O	
na	O	
tomto	O	
úseku	O	
uzavřena	O	
.	O	
Rozšířenou	O	
křížovou	O	
sondou	O	
bylo	O	
ověřeno	O	
ukončení	O	
hradby	O	
středního	O	
vslu	O	
,	O	
připnutého	O	
k	O	
jižnímu	O	
srázu	O	
hradiska	O	
a	O	
horizontální	O	
a	O	
vertikální	O	
výzkumnou	O	
metodou	O	
zjištěn	O	
charakter	O	
opevnění	O	
přemyslovského	O	
typu	O	
s	O	
kamennou	O	
a	O	
roštovou	O	
dřevěnou	O	
konsttukcí	O	
valového	O	
tělesa	O	
.	O	
Pozůstatky	O	
dřevěné	O	
konstrukce	O	
místy	O	
i	O	
positivně	O	
nachovány	O	
.	O	
Pracoviště	O	
2	B-n_	n_
/	O	
56	B-n_	n_
:	O	
Na	O	
tomto	O	
úseku	O	
pare	O	
826	B-n_	n_
zachyceny	O	
stopy	O	
jižní	O	
hradby	O	
na	O	
okr	O	
-	O	
ji	O	
hradiska	O	
s	O	
kamennou	O	
patou	O	
ve	O	
formě	O	
zřetelné	O	
kamenné	O	
podezdívky	O	
.	O	
Za	O	
touto	O	
kamennnou	O	
podezdívkou	O	
zjištěn	O	
sídlištní	O	
prostor	O	
s	O	
popelovitými	O	
vrstvami	O	
a	O	
nálezy	O	
,	O	
příčně	O	
členěný	O	
zídkou	O	
a	O	
řadou	O	
kůlů	O	
.	O	
e	O	
nutno	O	
zde	O	
rozlišit	O	
2	B-nc	nc
základní	O	
slovanské	O	
sídlištní	O	
fáse	O	
a	O	
třetí	O	
ve	O	
formě	O	
stavební	O	
úpravy	O	
.	O	
Z	O	
nejstarší	O	
fáse	O	
pocházejí	O	
3	B-nc	nc
hluboké	O	
zásobní	O	
LÁzE	O	
j	O	
ámy	O	
.	O	
Pracoviště	O	
5	B-n_	n_
/	O	
56	B-n_	n_
:	O	
Sondou	O	
bylo	O	
zachyceno	O	
prostorově	O	
omezené	O	
řadové	O	
pohřebiště	O	
s	O	
20	B-nc	nc
hrobovými	O	
jamami	O	
a	O	
57	B-nc	nc
pohřby	O	
.	O	
Hroby	O	
byly	O	
obloženy	O	
kameny	O	
,	O	
kostry	O	
v	O	
natažené	O	
poloze	O	
V	O	
-	O	
Z	O	
orientace	O	
,	O	
často	O	
etažovitě	O	
nad	O	
sebou	O	
uložené	O	
.	O	
Většina	O	
pohřbů	O	
byla	O	
bez	O	
milodarů	O	
a	O	
bez	O	
ozdob	O	
.	O	
'	O	
jedné	O	
čtvrtiny	O	
byly	O	
přiloženy	O	
věci	O	
osobní	O	
potřeby	O	
.	O	
"	O	
atím	O	
byl	O	
nejpříznačněxjší	O	
pohřeb	O	
muže	O	
s	O	
2	B-nc	nc
železnými	O	
nožíky	O	
a	O	
brouskem	O	
,	O	
a	O	
pohřeb	O	
dítěte	O	
s	O	
esovitou	O	
bronzovou	O	
záušničkou	O	
,	O	
perlovým	O	
náhrdelníkem	O	
a	O	
částí	O	
textilie	O	
.	O	
Pohřebiště	O	
lze	O	
předběžně	O	
datovat	O	
do	O	
mladší	O	
hradištní	O	
periody	O	
,	O	
lze	O	
je	O	
určit	O	
jako	O	
křeštanské	O	
.	O	
Významná	O	
je	O	
sama	O	
existence	O	
pohřebiště	O	
na	O	
hradišti	O	
,	O	
jeho	O	
umístění	O	
v	O	
těsné	O	
souvislosti	O	
s	O	
jezírkem	O	
u	O	
Libuše	B-gu	gu
.	O	
Pohřebiště	O	
není	O	
celé	O	
prokopáno	O	
,	O	
v	O	
příštím	O	
roce	O	
bude	O	
nutno	O	
celé	O	
prozkoumat	O	
plošným	O	
odkryvem	O	
při	O	
čemž	O	
byde	O	
naděje	O	
objeviti	O	
i	O	
kostel	O	
nebo	O	
jiné	O	
centrum	O	
hrobové	O	
akumulace	O	
.	O	
Vystopování	O	
tohoto	O	
pohřebiště	O	
je	O	
hlavním	O	
úspěchem	O	
předchozí	O	
fosfátové	O	
metody	O	
.	O	
Výzkum	O	
bude	O	
uzavřen	O	
po	O	
stránce	O	
výzkumné	O	
10.10	B-T|B-td	T|td
t	I-T|I-td	T|td
.	I-T|B-tm	T|tm
r	I-T|B-tm	T|tm
.	I-T|I-tm	T|tm
do	O	
konce	O	
měsíce	O	
budou	O	
sondy	O	
zaházeny	O	
bez	O	
účasti	O	
vedoucího	O	
výzkumu	O	
.	O	
