Word	Tag	NE
muzeu	O	
je	O	
uložen	O	
rukopis	O	
zprávy	O	
Jana	B-P|B-pf	P|pf
Žáka	I-P|B-ps	P|ps
z	O	
r	O	
.	O	
1881	B-ty	ty
o	O	
výkopech	O	
mohyl	O	
v	O	
Chýlinách	B-gu	gu
-	O	
Hladomří	B-gq	gq
/	O	
částečně	O	
publikovaných	O	
J.Smol	B-P|B-pf	P|pf
íkem	I-P|B-ps	P|ps
v	O	
PA	B-mn	mn
/	O	
.	O	
CAČ	O	
/	O	
7	O	
kez	O	
/	O	
.	O	
e	O	
,	O	
~	O	
0	O	
c	O	
,	O	
A	O	
.	O	
A	O	
4	O	
-	O	
)	O	
&	O	
o	O	
a	O	
