Word	Tag	NE
OBEC	O	
OKRES	O	
‘	O	
*	O	
4242	B-n_	n_
&	O	
-	O	
Vysoký	O	
jez	O	
.	O	
Mad	O	
DrAMou	O	
ČÍSLO	O	
PARCELY	O	
Rychnov	B-gu	gu
n.Kn	I-gu	gu
.	I-gu	gu
Přílohy	O	
NÁZEV	O	
TRATI	O	
Homole	O	
-	O	
kopec	O	
SZ	B-gl	gl
od	O	
Vysokí	B-gu	gu
-	I-gu	gu
Újezda	I-gu	gu
pokryt	O	
lesem	O	
.	O	
ho	O	
Kultura	O	
Z	O	
.	O	
ČÍSLO	O	
MAPY	O	
Druh	O	
nálezu	O	
keramcké	O	
střepy	O	
LITERATURA	O	
Uložení	O	
Rukopisné	O	
poznámky	O	
str	O	
.	O	
56	B-nb	nb
,	O	
autora	O	
.	O	
Čis	O	
.	O	
inv	O	
.	O	
,	O	
■	O	
Ľne	B-mn	mn
22	B-T|B-td	T|td
.	I-T|I-td	T|td
11	I-T|B-tm	T|tm
.	I-T|I-tm	T|tm
1974	I-T|B-ty	T|ty
.	O	
7	O	
P.Jiru	B-P|B-pf	P|pf
šek	I-P|B-ps	P|ps
starousedlík	O	
v	O	
obci	O	
Vysoký	B-gu	gu
Újezd	I-gu	gu
podal	O	
informaci	O	
,	O	
že	O	
před	O	
mnoha	O	
lety	O	
si	O	
rolníci	O	
v	O	
místě	O	
Homole	B-gq	gq
kopali	O	
krechty	O	
na	O	
uskladnení	O	
brambor	O	
a	O	
řepy	O	
.	O	
Při	O	
kopání	O	
,	O	
nalezeno	O	
mnoho	O	
různých	O	
keramických	O	
střepu	O	
.	O	
Keramický	O	
materiál	O	
nebyl	O	
zachován	O	
.	O	
Nčv	O	
*	O	
rodte	O	
map	O	
)	O	
4	O	
:	O	
2	O	
Fee	O	
<	O	
•	O	
55	O	
1501	O	
M	O	
