Word	Tag	NE
420	B-nc	nc
cm	B-oe	oe
od	O	
západní	O	
zdi	O	
sklepní	O	
prostory	O	
2	B-nc	nc
jiStěna	O	
spára	O	
,	O	
tvořená	O	
pískovcovým	O	
kvádrem	O	
,	O	
k	O	
němuž	O	
bylo	O	
dalSÍ	O	
pokračování	O	
zdi	O	
k	O	
východu	O	
přizděno	O	
.	O	
Pokračování	O	
pískovcového	O	
bloku	O	
směrem	O	
k	O	
jihu	O	
do	O	
interiéru	O	
sklepa	O	
bylo	O	
odlomeno	O	
a	O	
jeho	O	
východní	O	
hrana	O	
probíhala	O	
v	O	
linii	O	
kolmé	O	
na	O	
průběh	O	
severní	O	
obvodové	O	
zdi	O	
(	O	
plánek	O	
č	O	
.	O	
1	B-nb	nb
)	O	
.	O	
Vyhodnocení	O	
nálezu	O	
Vzhledem	O	
k	O	
situování	O	
odkrytého	O	
zdivá	O	
i	O	
k	O	
charakteru	O	
jeho	O	
pískovcového	O	
obkladu	O	
je	O	
samozřejmé	O	
uvažovat	O	
o	O	
příslušnosti	O	
zjištěného	O	
torza	O	
ke	O	
gotickému	O	
Karlovu	B-gs|B-pf	gs|pf
mostu	I-gs	gs
.	O	
V	O	
úvahu	O	
přichází	O	
již	O	
zmíněná	O	
interpretace	O	
jako	O	
pozůstatek	O	
dalSfho	O	
pilíře	O	
(	O	
Muk	B-ps	ps
1988	B-ty	ty
,	O	
s	O	
.	O	
27	B-ni	ni
)	O	
nebo	O	
možná	O	
konstrukce	O	
zpevněné	O	
nábřežní	O	
zdi	O	
v	O	
partii	O	
paty	O	
mostu	O	
.	O	
Rozsah	O	
a	O	
dispozice	O	
odkrytého	O	
zdivá	O	
jednoznačně	O	
hovoří	O	
pro	O	
prvou	O	
variantu	O	
výkladu	O	
.	O	
Ve	O	
sklepni	O	
prostoře	O	
domu	O	
zůstala	O	
částečně	O	
zachovaná	O	
téměř	O	
celá	O	
západní	O	
líc	O	
pískovcového	O	
obkladu	O	
jižního	O	
zhlavl	O	
gotického	O	
pilíře	O	
,	O	
jehož	O	
hrot	O	
předpokládáme	O	
v	O	
těsné	O	
blízkosti	O	
jižního	O	
dochovaného	O	
konce	O	
zdivá	O	
.	O	
Opukové	O	
jádro	O	
zdivá	O	
bylo	O	
zaznamenáno	O	
i	O	
v	O	
sousední	O	
sklepní	O	
prostoře	O	
,	O	
kde	O	
se	O	
již	O	
pískovcový	O	
obklad	O	
nedochoval	O	
(	O	
plánek	O	
č	O	
.	O	
2	B-nb	nb
)	O	
.	O	
Je	O	
pravděpodobné	O	
.	O	
Že	O	
jako	O	
velmi	O	
kvalitní	O	
stavební	O	
materiál	O	
byl	O	
použit	O	
při	O	
stavbě	O	
domu	O	
čp	O	
.	O	
193	B-n_	n_
a	O	
je	O	
s	O	
podivem	O	
,	O	
že	O	
na	O	
druhé	O	
straně	O	
zhlaví	O	
přečkal	O	
období	O	
výstavby	O	
stávajícího	O	
objektu	O	
ve	O	
2	B-no	no
.	I-no	no
polovině	O	
16	B-no	no
.	I-no	no
nebo	O	
na	O	
počátku	O	
17	B-no	no
.	I-no	no
století	O	
(	O	
Muk	B-ps	ps
1988	B-ty	ty
,	O	
s.27	O	
)	O	
.	O	
Pískovcový	O	
kvádr	O	
,	O	
zjištěný	O	
v	O	
severní	O	
obvodové	O	
stěně	O	
sklepa	O	
,	O	
by	O	
mohl	O	
vzhledem	O	
k	O	
linii	O	
své	O	
vnější	O	
líce	O	
náležet	O	
již	O	
k	O	
vlastnímu	O	
tělu	O	
pilíře	O	
a	O	
nikoliv	O	
k	O	
jeho	O	
jižnímu	O	
zhlaví	O	
.	O	
Niveleta	O	
koruny	O	
dochovaného	O	
zdivá	O	
(	O	
188	B-nc	nc
,	O	
9	B-nc	nc
m	B-oe	oe
)	O	
odpovídá	O	
horní	O	
,	O	
ústupkem	O	
an*	O	
ené	O	
parti	O	
1	B-nb	nb
3	I-nb	nb
3406	B-n_	n_
/	I-n_	n_
45	I-n_	n_
zhlaví	O	
pilíře	O	
.	O	
Nasazení	O	
spodní	O	
cca	O	
o	O	
65	B-nc	nc
cm	B-oe	oe
roze	O	
f	O	
řené	O	
části	O	
u	O	
následujících	O	
dvou	O	
pilířů	O	
mostu	O	
se	O	
nachází	O	
v	O	
úrovni	O	
186	B-n_	n_
,	O	
1	B-n_	n_
-	O	
186	B-n_	n_
,	O	
2	B-n_	n_
■	O	
n	O	
.	O	
m	B-oe	oe
.	O	
a	O	
přechod	O	
ve	O	
střechoví	O	
té	O	
vertikální	O	
ukončení	O	
zhlaví	O	
evidujeme	O	
ve	O	
výšce	O	
cca	O	
192	B-nc	nc
,	O	
8	B-nc	nc
•	O	
n	O	
.	O	
e	O	
.	O	
Rozpon	O	
oblouku	O	
mezi	O	
tímto	O	
pil	O	
I	O	
řem	O	
a	O	
pi	O	
1	O	
ířem	O	
nesoucím	O	
Staroměstskou	B-oa	oa
mosteckou	I-oa	oa
věž	I-oa	oa
by	O	
činí	O	
1	B-nc	nc
zhruba	O	
19	B-nc	nc
m	B-oe	oe
.	O	
Vzdálenost	O	
mezi	O	
následujícími	O	
pilíři	O	
ve	O	
vltavském	O	
řečišti	O	
kolísá	O	
zhruba	O	
mezi	O	
20	B-nc	nc
,	O	
5	O	
až	O	
22	B-nc	nc
m	B-oe	oe
.	O	
Menší	O	
rozpon	O	
oblouku	O	
u	O	
břehu	O	
nepovažujeme	O	
za	O	
výjimečný	O	
zjev	O	
.	O	
Provedenou	O	
dokumentací	O	
tak	O	
byla	O	
potvrzena	O	
existence	O	
donedávna	O	
neznámého	O	
pilíře	O	
Karlova	B-gs|B-pf	gs|pf
mostu	I-gs	gs
.	O	
Přesné	O	
situování	O	
stabilizovaného	O	
pravého	O	
břehu	O	
Vltavy	B-gh	gh
zůstává	O	
otázkou	O	
.	O	
Je	O	
třeba	O	
jej	O	
předpokládat	O	
v	O	
těsném	O	
východním	O	
sousedství	O	
zjištěného	O	
pilíře	O	
,	O	
protože	O	
pozůstatky	O	
románské	O	
(	O	
kvádříkový	O	
dům	O	
v	O	
Colloredo	B-oa	oa
-	I-oa	oa
Mannsfeldském	I-oa	oa
paláci	I-oa	oa
čp	O	
.	O	
189	B-n_	n_
/	I-n_	n_
1	I-n_	n_
)	O	
a	O	
raně	O	
gotické	O	
zástavby	O	
(	O	
křižovnícký	O	
kostel	O	
sv	B-oa	oa
.	I-oa	oa
Františka	I-oa|B-pf	oa|pf
)	O	
jsou	O	
v	O	
bezprostřední	O	
blízkosti	O	
.	O	
Literatura	O	
840	O	
.	O	
/	O	
46	O	
Muk	B-ps	ps
Jan	I-ps	ps
1988	B-ty	ty
,	O	
Stavební	B-oa	oa
historie	I-oa	oa
,	O	
in	O	
:	O	
Pasport	B-oa	oa
domu	I-oa	oa
p	I-oa	oa
.	I-oa	oa
193	I-oa|B-n_	oa|n_
/	I-oa	oa
1	I-oa	oa
.	O	
SÚRPMO	O	
Praha	B-gu	gu
.	O	
Vilímková	B-ps	ps
Milada	B-pf	pf
-	O	
Ebel	B-P|B-pf	P|pf
Martin	I-P|B-ps	P|ps
1988	B-ty	ty
,	O	
Stručné	B-oa	oa
dějiny	I-oa	oa
budovy	I-oa	oa
,	O	
in	O	
:	O	
Pasport	B-oa	oa
domu	I-oa	oa
čp	I-oa	oa
.	I-oa	oa
193	I-oa|B-n_	oa|n_
/	I-oa	oa
1	I-oa	oa
.	O	
SÚRPMO	O	
Praha	B-gu	gu
.	O	
Popis	O	
fotografií	O	
Foto	O	
1	B-n_	n_
.	O	
Odhalená	O	
líc	O	
pískovcového	O	
obkladu	O	
pilíře	O	
.	O	
Vlevo	O	
nevelký	O	
úsek	O	
dochovaných	O	
čtyř	O	
řádků	O	
.	O	
Pohled	O	
od	O	
jihozápadu	O	
.	O	
Archiv	O	
PÚPP	B-A|B-if	A|if
,	I-A	A
č	I-A	A
.	I-A	A
fot	I-A	A
.	I-A	A
56	I-A|B-az	A|az
814	I-A|I-az	A|az
.	O	
Foto	O	
K	B-P|B-pf	P|pf
.	I-P|I-pf	P|pf
Fink	I-P|B-ps	P|ps
.	O	
Foto	O	
2	B-ni	ni
.	O	
Střední	O	
partie	O	
odkryté	O	
líce	O	
pískovcového	O	
obkladu	O	
pilíře	O	
s	O	
důlky	O	
pro	O	
uchycení	O	
kvádrů	O	
do	O	
zednických	O	
kleští	O	
.	O	
Pohled	O	
od	O	
západu	O	
.	O	
Archiv	O	
PÚPP	B-A|B-if	A|if
,	I-A	A
č	I-A	A
.	I-A	A
fot	I-A	A
.	I-A	A
56	I-A|B-az	A|az
815	I-A|I-az	A|az
.	O	
Foto	O	
K	B-P|B-pf	P|pf
.	I-P|I-pf	P|pf
Fink	I-P|B-ps	P|ps
.	O	
Foto	O	
3	B-n_	n_
.	O	
Detail	O	
odhaleného	O	
líce	O	
pískovcového	O	
obkladu	O	
pilíře	O	
s	O	
rozetřenou	O	
maltou	O	
spár	O	
.	O	
Pohled	O	
od	O	
jihu	O	
.	O	
Archív	O	
PÚPP	O	
,	O	
č	O	
.	O	
fot	O	
.	O	
56	B-n_	n_
816	I-n_	n_
.	O	
Foto	O	
K	B-P|B-pf	P|pf
.	I-P|I-pf	P|pf
Fink	I-P|B-ps	P|ps
.	O	
Plánek	O	
č	O	
.	O	
1	B-nb	nb
.	O	
Půdorys	O	
domu	O	
čp	O	
.	O	
193	B-n_	n_
/	I-n_	n_
1	I-n_	n_
v	O	
úrovni	O	
suterénu	O	
s	O	
vynesením	O	
nálezu	O	
.	O	
1	B-ni	ni
-	O	
pískovcový	O	
obklad	O	
pilíře	O	
2	B-n_	n_
-	O	
zachycené	O	
opukové	O	
zdlvo	O	
jádra	O	
pilíře	O	
3	B-n_	n_
-	O	
předpokládaný	O	
průběh	O	
líce	O	
Pilíře	O	
.	O	
Zaměření	O	
a	O	
kresba	O	
J	B-P|B-pf	P|pf
.	I-P|I-pf	P|pf
Mourek	I-P|B-ps	P|ps
.	O	
Plánek	O	
č	O	
.	O	
2	B-nb	nb
.	O	
ŠlrSÍ	O	
situace	O	
prvního	O	
staroměstského	O	
pilíře	O	
.	O	
Kresba	O	
J	B-P|B-pf	P|pf
.	I-P|I-pf	P|pf
Mourek	I-P|B-ps	P|ps
.	O	
5	B-ni	ni
3	O	
Plánek	O	
č	O	
.	O	
1	B-n_	n_
Vltava	B-gh	gh
■	O	
1	O	
%	O	
2	B-n_	n_
3	B-n_	n_
