Word	Tag	NE
Č	O	
.	O	
akce	O	
45938	B-n_	n_
ARCHEOLOGICKÝ	B-ic	ic
ÚSTAV	I-ic	ic
AKADEMIE	I-ic|B-ic	ic|ic
VĚD	I-ic|I-ic	ic|ic
ČR	I-ic|B-gc	ic|gc
,	O	
Praha	B-gu	gu
,	O	
v	O	
.	O	
v	O	
.	O	
i	O	
.	O	
118	B-az	az
01	I-az	az
Praha	B-gu	gu
1	B-n_	n_
-	O	
Malá	B-gq	gq
Strana	I-gq	gq
,	O	
Letenská	B-gs	gs
4	B-ah	ah
Pracoviště	O	
Kutná	B-gu	gu
Hora	I-gu	gu
,	O	
Hloušecká	B-gs	gs
609	B-ah	ah
,	O	
284	B-az	az
01	I-az	az
Kutná	B-gu	gu
Hora	I-gu	gu
tel	O	
.	O	
:	O	
327	B-at	at
511	I-at	at
730	I-at	at
,	O	
e	O	
-	O	
mail	O	
:	O	
archeologiekh@seznam.cz	B-me	me
V	O	
Kutné	B-gu	gu
Hoře	I-gu	gu
1.7.2014	B-T|B-td	T|td
Ing	I-T|B-pd	T|pd
.	I-T|I-pd	T|pd
Jan	B-P|B-pf	P|pf
Přibyl	I-P|B-ps	P|ps
Mgr	B-P|B-pd	P|pd
.	I-P|I-pd	P|pd
Jana	I-P|B-pf	P|pf
Přibylová	I-P|B-ps	P|ps
Spodní	B-A|B-gs	A|gs
682	I-A|B-ah	A|ah
Spodní	I-A	A
682	I-A|B-az	A|az
625	I-A|B-az	A|az
00	I-A|I-az	A|az
Brno	I-A|B-gu	A|gu
625	I-A|B-az	A|az
00	I-A|I-az	A|az
Brno	I-A|B-gu	A|gu
VĚC	O	
:	O	
zpráva	O	
o	O	
provedení	O	
záchranného	O	
archeologického	O	
výzkumu	O	
při	O	
akci	O	
-	O	
Čáslav	B-gu	gu
-	O	
novostavba	O	
rodinného	O	
domu	O	
na	O	
ppč	O	
.	O	
1642	B-n_	n_
/	I-n_	n_
17	I-n_	n_
,	I-n_	n_
18	I-n_	n_
v	O	
k	O	
.	O	
ú	O	
.	O	
Čáslav	B-gu	gu
.	O	
V	O	
souladu	O	
se	O	
zněním	O	
zákona	O	
č	O	
.20	O	
/	O	
87	B-ty	ty
Sb	B-or	or
.	I-or	or
v	O	
platném	O	
znění	O	
byl	O	
na	O	
základě	O	
ohlášení	O	
zahájení	O	
výkopových	O	
prací	O	
proveden	O	
archeologický	O	
dohled	O	
při	O	
akci	O	
:	O	
Čáslav	B-gu	gu
-	O	
novostavba	O	
rodinného	O	
domu	O	
na	O	
ppč	O	
.	O	
1642	B-n_	n_
/	I-n_	n_
17	I-n_	n_
,	I-n_	n_
18	I-n_	n_
v	O	
k	O	
.	O	
ú	O	
.	O	
Čáslav	B-gu	gu
.	O	
Akce	O	
probíhala	O	
na	O	
západním	O	
okraji	O	
města	O	
v	O	
poloze	O	
„	O	
Vodranty“	O	
.	O	
V	O	
těsném	O	
sousedství	O	
stavby	O	
došlo	O	
v	O	
minulosti	O	
k	O	
zachycení	O	
polykulturního	O	
pravěkého	O	
a	O	
středověkého	O	
osídlení	O	
,	O	
proto	O	
nešlo	O	
dopředu	O	
vyloučit	O	
možnost	O	
,	O	
že	O	
v	O	
průběhu	O	
akce	O	
dojde	O	
k	O	
poškození	O	
důležitých	O	
archeologických	O	
situací	O	
.	O	
Archeologický	O	
dohled	O	
při	O	
stavbě	O	
proběhl	O	
formou	O	
revize	O	
(	O	
20.6.2014	B-T|B-td	T|td
)	I-T	T
skrývky	I-T	T
ornice	I-T	T
a	I-T	T
výkopů	I-T	T
základových	B-C	C
pasů	I-C	C
pro	I-C	C
rodinný	I-C	C
dům	I-C	C
.	O	
Na	O	
profilech	O	
výkopů	O	
bylo	O	
patrné	O	
souvrství	O	
hnědé	O	
ornice	O	
s	O	
podorničím	O	
na	O	
intaktním	O	
podloží	O	
,	O	
které	O	
tvořila	O	
intaktní	O	
spraš	O	
.	O	
K	O	
zachycení	O	
archeologických	O	
situací	O	
ani	O	
materiálu	O	
při	O	
akci	O	
nedošlo	O	
.	O	
Vzhledem	O	
k	O	
negativním	O	
archeologickým	O	
zjištěním	O	
byl	O	
prostor	O	
stavby	O	
po	O	
ukončení	O	
dohledu	O	
uvolněn	O	
pro	O	
dokončení	O	
akce	O	
.	O	
Archeologický	O	
dohled	O	
při	O	
stavbě	O	
provedl	O	
Mgr	B-P|B-pd	P|pd
.	I-P|I-pd	P|pd
Filip	I-P|B-pf	P|pf
Velímský	I-P|B-ps	P|ps
,	I-P	P
Ph	I-P|B-pd	P|pd
.	I-P|I-pd	P|pd
D	I-P|B-pd	P|pd
.	I-P|I-pd	P|pd
(	O	
ARÚ	B-ic	ic
AV	I-ic	ic
ČR	B-gc	gc
,	O	
Praha	B-gu	gu
,	O	
v	O	
.	O	
v	O	
