Word	Tag	NE
Kat	O	
.	O	
obec	O	
Beroun	B-gu	gu
_	O	
I	O	
Osada	O	
Trať	O	
čp	O	
.	O	
34	B-n_	n_
,	O	
35	B-n_	n_
,	O	
36	B-n_	n_
Okres	O	
Beroun	B-gu	gu
CSAV’	B-io	io
-	I-io	io
cheologický	I-io	io
ústav	I-io	io
•	O	
2	B-n_	n_
*	O	
6	B-T|B-td	T|td
.	I-T|I-td	T|td
X	I-T|B-tm	T|tm
1984	I-T|B-ty	T|ty
Druh	O	
a	O	
kultura	O	
.	O	
2415	B-n_	n_
/	I-n_	n_
2	I-n_	n_
.	O	
.	O	
středověká	O	
městiště	O	
-	O	
ved	O	
.	O	
výzkumu	O	
Zpráva	O	
koreferenta	O	
komise	O	
ved	O	
.	O	
oddelení	O	
za	O	
Období	O	
10	B-T|B-td	T|td
.	I-T|I-td	T|td
9	I-T|B-tm	T|tm
.	I-T|I-tm	T|tm
-	O	
26.9	B-T|B-td	T|td
.	I-T|I-td	T|td
1984	I-T|B-ty	T|ty
V	O	
tomto	O	
období	O	
jsme	O	
v	O	
zadním	O	
traktu	O	
domu	O	
čp	O	
.	O	
36	B-n_	n_
na	O	
Gottwaldově	B-gs	gs
nám	I-gs	gs
.	I-gs	gs
v	O	
Berouně	B-gu	gu
odkryli	O	
patrně	O	
provozní	O	
jímku	O	
hlubokou	O	
180	B-nc	nc
cm	B-oe	oe
,	O	
z	O	
lomového	O	
zdivá	O	
nasucho	O	
a	O	
jen	O	
místy	O	
na	O	
maltu	O	
,	O	
ve	O	
spodní	O	
části	O	
uvnitř	O	
sporadicky	O	
omítnutou	O	
,	O	
s	O	
vakovitým	O	
dnem	O	
.	O	
Spodní	O	
část	O	
jímky	O	
byla	O	
až	O	
do	O	
výše	O	
c	O	
.	O	
100	B-nc	nc
cm	B-oe	oe
zavezena	O	
šedým	O	
říčním	O	
pískem	O	
s	O	
hrubým	O	
štěrkem	O	
,	O	
v	O	
němž	O	
se	O	
vyskytl	O	
jediný	O	
střípek	O	
cihlově	O	
zbarvené	O	
režné	O	
keramiky	O	
c	O	
.	O	
16	B-no	no
.	I-no	no
století	O	
.	O	
V	O	
této	O	
výši	O	
byla	O	
jímka	O	
opatřena	O	
zvýšeným	O	
dnem	O	
z	O	
plochých	O	
kamenů	O	
.	O	
Na	O	
tomto	O	
dně	O	
spočívala	O	
c	O	
.	O	
10	B-nc	nc
cm	B-oe	oe
silná	O	
vrstva	O	
černé	O	
popelovité	O	
hlíny	O	
s	O	
četnými	O	
zlomky	O	
berounského	O	
zboží	O	
.	O	
Nad	O	
touto	O	
vrstvou	O	
byla	O	
horní	O	
část	O	
jímky	O	
vyplněna	O	
odspodu	O	
hlinitou	O	
hnědou	O	
vrstvou	O	
,	O	
pískovým	O	
zásypem	O	
a	O	
svrchní	O	
šedohnědou	O	
hlinitou	O	
vrstvou	O	
,	O	
která	O	
sahala	O	
až	O	
k	O	
povrchu	O	
.	O	
Rozšířením	O	
sondy	O	
k	O	
V	O	
bylo	O	
zjištěno	O	
,	O	
že	O	
na	O	
oblouk	O	
jímky	O	
navazuje	O	
zdivo	O	
,	O	
náležející	O	
snad	O	
zadnímu	O	
traktu	O	
domu	O	
čp	O	
.	O	
36	B-n_	n_
,	O	
vybíhající	O	
z	O	
nejsevernějšího	O	
bodu	O	
jímky	O	
směrem	O	
k	O	
V	O	
.	O	
Nelze	O	
vyloučit	O	
,	O	
že	O	
v	O	
nějaké	O	
souvislosti	O	
s	O	
jímkou	O	
je	O	
též	O	
nasucho	O	
kladená	O	
zídka	O	
J	O	
jímky	O	
,	O	
běžící	O	
S	O	
-	O	
J	O	
směrem	O	
.	O	
S	O	
zed	O	
zadního	O	
traktu	O	
domu	O	
čp	O	
.	O	
36	B-n_	n_
s	O	
jímkou	O	
je	O	
kryta	O	
šedohnědou	O	
hlinitou	O	
vrstvou	O	
místy	O	
popelovité	O	
konsistence	O	
,	O	
která	O	
též	O	
vyplňuje	O	
ústí	O	
jímky	O	
a	O	
obsahuje	O	
pozdní	O	
berounské	O	
zboží	O	
/	O	
režná	O	
keramika	O	
s	O	
předžahem	O	
,	O	
zelené	O	
,	O	
žluté	O	
i	O	
rezavě	O	
hnědé	O	
glazury	O	
/	O	
.	O	
.	O	
od	O	
touto	O	
vrstvou	O	
se	O	
nachází	O	
pískový	O	
pokryv	O	
,	O	
kterým	O	
bylo	O	
zasypáno	O	
zdivo	O	
jímky	O	
i	O	
domovního	O	
traktu	O	
.	O	
Pod	O	
pískem	O	
pak	O	
spodní	O	
část	O	
jímky	O	
vyplňuje	O	
a	O	
ke	O	
zdivu	O	
přiléhá	O	
šedá	O	
hlinito	O	
-	O	
jílovitá	O	
vrstva	O	
s	O	
četnými	O	
uhlíky	O	
/	O	
i	O	
celé	O	
části	O	
spálené	O	
konstrukce	O	
/	O	
a	O	
střepy	O	
staršího	O	
berounského	O	
zboží	O	
-	O	
zde	O	
převažuje	O	
režná	O	
,	O	
cihlově	O	
zbarvená	O	
keramika	O	
,	O	
nečetné	O	
glazované	O	
střepy	O	
jsou	O	
především	O	
živě	O	
zelené	O	
a	O	
Poznámka	O	
:	O	
Pište	O	
pokud	O	
možno	O	
strojem	O	
.	O	
Na	O	
konci	O	
uveďte	O	
datum	O	
odeslání	O	
a	O	
čitelný	O	
podpis	O	
.	O	
Zprávy	O	
koreferentů	O	
a	O	
komisí	O	
vyhotovte	O	
dvojmo	O	
.	O	
ST	O	
23	B-n_	n_
3891	I-n_	n_
73	I-n_	n_
vyskytují	O	
se	O	
pozdně	O	
renesanční	O	
kachle	O	
.	O	
Bylo	O	
by	O	
velmi	O	
lákavé	O	
spojovat	O	
tuto	O	
spodní	O	
vrstvu	O	
s	O	
katastrofálním	O	
požárem	O	
města	O	
r	O	
.	O	
1599	B-ty	ty
,	O	
následující	O	
pískový	O	
pokryv	O	
s	O	
úpravou	O	
celého	O	
prostoru	O	
při	O	
obnově	O	
zničených	O	
příbytků	O	
a	O	
svrchní	O	
hlinitou	O	
až	O	
popelo	O	
-	O	
vitou	O	
vrstvu	O	
přičíst	O	
pohromám	O	
třicetileté	O	
války	O	
.	O	
Vzhledem	O	
k	O	
nedostatku	O	
času	O	
a	O	
velmi	O	
neutěšené	O	
situaci	O	
v	O	
oblasti	O	
pracovních	O	
sil	O	
rozhodli	O	
jsme	O	
se	O	
prozkoumat	O	
terén	O	
domovních	O	
parcel	O	
bagrovanou	O	
sondou	O	
,	O	
kterou	O	
bychom	O	
dokumentovali	O	
stratigrafickou	O	
situaci	O	
a	O	
případně	O	
odkryli	O	
nejstarší	O	
dosažitelné	O	
pozůstatky	O	
.	O	
Sonda	O	
,	O	
kterou	O	
provedl	O	
bagrista	O	
.	O	
CSP	O	
Peroun	B-gu	gu
,	O	
dosáhla	O	
u	O	
náměstí	O	
hloubky	O	
pouze	O	
c	O	
.	O	
180	B-nc	nc
cm	B-oe	oe
,	O	
kde	O	
jsme	O	
narazili	O	
na	O	
spodní	O	
vodu	O	
.	O	
Směrem	O	
k	O	
S	O	
se	O	
terén	O	
zvyšuje	O	
a	O	
sonda	O	
zde	O	
dosáhla	O	
hloubky	O	
téměř	O	
4	B-nc	nc
m	B-oe	oe
.	O	
Protože	O	
nelze	O	
očekávat	O	
,	O	
že	O	
v	O	
letošním	O	
roce	O	
zdokumentujeme	O	
bagrovanou	O	
sondu	O	
a	O	
ještě	O	
dokončíme	O	
výzkum	O	
zadního	O	
traktu	O	
domu	O	
čp	O	
.	O	
36	B-n_	n_
,	O	
pokusíme	O	
se	O	
dohodnout	O	
s	O	
MěstNV	B-io	io
Beroun	I-io|B-gu	io|gu
a	O	
zejména	O	
s	O	
odpovědnými	O	
pracovníky	O	
(	O	
S	B-io	io
,	O	
který	O	
bude	O	
na	O	
místě	O	
provádět	O	
stavební	O	
oráče	O	
,	O	
zda	O	
by	O	
bylo	O	
možno	O	
tento	O	
výzkum	O	
dokončit	O	
v	O	
letních	O	
měsících	O	
příštího	O	
roku	O	
.	O	
ude	O	
-	O	
li	O	
to	O	
možné	O	
,	O	
bylo	O	
by	O	
třeba	O	
na	O	
tento	O	
výzkum	O	
podat	O	
návrh	O	
na	O	
hospodářskou	O	
smlouvu	O	
,	O	
a	O	
to	O	
přibližně	O	
ve	O	
výši	O	
c	O	
.	O	
20	O	
000	O	
,	O	
-	O	
Kčs	B-om	om
na	O	
dělnické	O	
mzdy	O	
.	O	
Podrobné	O	
informace	O	
podám	O	
ve	O	
svých	O	
dalších	O	
hlášeních	O	
.	O	
V	O	
Praze	B-gu	gu
1.10	B-T|B-td	T|td
.	I-T|I-td	T|td
1984	I-T|B-ty	T|ty
harvát	O	
